"No.","Time","Source","Destination","Protocol","Length","Info"
"748","179.693087","192.0.78.22","192.168.1.217","TCP","60","443  >  61083 [ACK] Seq=169 Ack=197 Win=71 Len=0"
"749","180.024634","192.168.1.233","192.168.1.255","UDP","77","43144  >  15600 Len=35"
"750","182.434769","192.168.1.217","192.168.1.255","UDP","1462","889  >  889 Len=1420"
"751","183.959913","192.168.1.117","192.168.1.255","UDP","309","40580  >  20002 Len=267"
"752","184.030692","SkyUk_50:96:08","Broadcast","ARP","42","ARP Announcement for 192.168.1.197"
"753","184.041993","192.168.1.197","239.255.255.250","SSDP","447","NOTIFY * HTTP/1.1 "
"754","184.042263","192.168.1.197","239.255.255.250","SSDP","456","NOTIFY * HTTP/1.1 "
"755","184.042443","192.168.1.197","239.255.255.250","SSDP","503","NOTIFY * HTTP/1.1 "
"756","184.042574","192.168.1.197","239.255.255.250","SSDP","505","NOTIFY * HTTP/1.1 "
"757","184.080386","192.168.1.197","239.255.255.250","SSDP","447","NOTIFY * HTTP/1.1 "
"758","184.090358","192.168.1.197","239.255.255.250","SSDP","456","NOTIFY * HTTP/1.1 "
"759","184.090495","192.168.1.197","239.255.255.250","SSDP","503","NOTIFY * HTTP/1.1 "
"760","184.090536","192.168.1.197","239.255.255.250","SSDP","505","NOTIFY * HTTP/1.1 "
"761","184.133504","192.168.1.197","239.255.255.250","SSDP","447","NOTIFY * HTTP/1.1 "
"762","184.138951","192.168.1.197","239.255.255.250","SSDP","456","NOTIFY * HTTP/1.1 "
"763","184.139044","192.168.1.197","239.255.255.250","SSDP","503","NOTIFY * HTTP/1.1 "
"764","184.162377","192.168.1.197","239.255.255.250","SSDP","505","NOTIFY * HTTP/1.1 "
"765","184.183853","192.168.1.197","239.255.255.250","SSDP","447","NOTIFY * HTTP/1.1 "
"766","184.189854","192.168.1.197","239.255.255.250","SSDP","456","NOTIFY * HTTP/1.1 "
"767","184.189949","192.168.1.197","239.255.255.250","SSDP","503","NOTIFY * HTTP/1.1 "
"768","184.189982","192.168.1.197","239.255.255.250","SSDP","505","NOTIFY * HTTP/1.1 "
"769","184.245829","192.168.1.197","239.255.255.250","SSDP","447","NOTIFY * HTTP/1.1 "
"770","184.246119","192.168.1.197","239.255.255.250","SSDP","456","NOTIFY * HTTP/1.1 "
"771","184.257802","192.168.1.197","239.255.255.250","SSDP","503","NOTIFY * HTTP/1.1 "
"772","184.257989","192.168.1.197","239.255.255.250","SSDP","505","NOTIFY * HTTP/1.1 "
"773","186.066467","192.168.1.233","192.168.1.255","UDP","77","38228  >  15600 Len=35"
"774","188.217004","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.119? Tell 192.168.1.1"
"775","188.501931","192.168.1.1","224.0.0.1","IGMPv2","60","Membership Query, general"
"776","189.445367","fe80::d635:1dff:fe1d:aafb","ff02::1","ICMPv6","90","Multicast Listener Query"
"777","189.856512","192.168.1.217","239.255.255.250","IGMPv2","46","Membership Report group 239.255.255.250"
"778","189.856673","fe80::2574:72d7:863d:3b1f","ff02::16","ICMPv6","110","Multicast Listener Report Message v2"
"779","191.810008","192.168.1.217","8.8.4.4","QUIC","1292","Initial, DCID=9db418aee8b4b5da, PKN: 1, PADDING, PING, CRYPTO, PADDING, CRYPTO, PING, PING, PING, PADDING, PING"
"780","191.810468","192.168.1.217","8.8.4.4","QUIC","121","0-RTT, DCID=9db418aee8b4b5da"
"781","191.810603","192.168.1.217","8.8.4.4","QUIC","273","0-RTT, DCID=9db418aee8b4b5da"
"782","191.848857","8.8.4.4","192.168.1.217","QUIC","104","Protected Payload (KP0)"
"783","191.849010","8.8.4.4","192.168.1.217","QUIC","67","Protected Payload (KP0)"
"784","191.849607","8.8.4.4","192.168.1.217","QUIC","1292","Protected Payload (KP0)"
"785","191.849883","8.8.4.4","192.168.1.217","QUIC","829","Protected Payload (KP0)"
"786","191.849929","8.8.4.4","192.168.1.217","QUIC","67","Protected Payload (KP0)"
"787","191.849955","8.8.4.4","192.168.1.217","QUIC","68","Protected Payload (KP0)"
"788","191.850172","8.8.4.4","192.168.1.217","QUIC","836","Protected Payload (KP0)"
"789","191.851006","192.168.1.217","8.8.4.4","QUIC","1292","Protected Payload (KP0), DCID=9db418aee8b4b5da"
"790","191.851160","192.168.1.217","8.8.4.4","QUIC","115","Handshake, DCID=9db418aee8b4b5da"
"791","191.851353","192.168.1.217","8.8.4.4","QUIC","75","Protected Payload (KP0), DCID=9db418aee8b4b5da"
"792","191.851564","192.168.1.217","8.8.4.4","QUIC","75","Protected Payload (KP0), DCID=9db418aee8b4b5da"
"793","191.852017","192.168.1.217","8.8.4.4","QUIC","77","Protected Payload (KP0), DCID=9db418aee8b4b5da"
"794","191.853400","192.168.1.217","216.58.209.35","QUIC","1292","Initial, DCID=8bec02b5bcf974d6, PKN: 1, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, PING, PADDING, PING, PING, PING, PADDING"
"795","191.853788","192.168.1.217","216.58.209.35","QUIC","120","0-RTT, DCID=8bec02b5bcf974d6"
"796","191.854219","192.168.1.217","216.58.209.35","QUIC","721","0-RTT, DCID=8bec02b5bcf974d6"
"797","191.873096","8.8.4.4","192.168.1.217","QUIC","69","Protected Payload (KP0)"
"798","191.873889","8.8.4.4","192.168.1.217","QUIC","162","Protected Payload (KP0)"
"799","191.892347","216.58.209.35","192.168.1.217","QUIC","1292","Protected Payload (KP0)"
"800","191.892789","216.58.209.35","192.168.1.217","QUIC","839","Protected Payload (KP0)"
"801","191.892841","216.58.209.35","192.168.1.217","QUIC","104","Protected Payload (KP0)"
"802","191.892864","216.58.209.35","192.168.1.217","QUIC","67","Protected Payload (KP0)"
"803","191.892884","216.58.209.35","192.168.1.217","QUIC","67","Protected Payload (KP0)"
"804","191.893048","192.168.1.217","216.58.209.35","QUIC","120","Handshake, DCID=8bec02b5bcf974d6"
"805","191.893208","192.168.1.217","216.58.209.35","QUIC","75","Protected Payload (KP0), DCID=8bec02b5bcf974d6"
"806","191.893369","192.168.1.217","216.58.209.35","QUIC","75","Protected Payload (KP0), DCID=8bec02b5bcf974d6"
"807","191.899810","192.168.1.217","8.8.4.4","QUIC","75","Protected Payload (KP0), DCID=9db418aee8b4b5da"
"808","191.913860","216.58.209.35","192.168.1.217","QUIC","162","Protected Payload (KP0)"
"809","191.934332","216.58.209.35","192.168.1.217","QUIC","67","Protected Payload (KP0)"
"810","191.934663","216.58.209.35","192.168.1.217","QUIC","663","Protected Payload (KP0)"
"811","191.934753","192.168.1.217","216.58.209.35","QUIC","75","Protected Payload (KP0), DCID=8bec02b5bcf974d6"
"812","191.935178","192.168.1.217","216.58.209.35","QUIC","77","Protected Payload (KP0), DCID=8bec02b5bcf974d6"
"813","191.956486","216.58.209.35","192.168.1.217","QUIC","67","Protected Payload (KP0)"
"814","192.107798","192.168.1.233","192.168.1.255","UDP","77","55272  >  15600 Len=35"
"815","192.548690","192.168.1.217","20.54.24.69","TCP","66","61321  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"816","192.601064","20.54.24.69","192.168.1.217","TCP","66","443  >  61321 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"817","192.601117","192.168.1.217","20.54.24.69","TCP","54","61321  >  443 [ACK] Seq=1 Ack=1 Win=132352 Len=0"
"818","192.601335","192.168.1.217","20.54.24.69","TLSv1.2","276","Client Hello"
"819","192.653873","20.54.24.69","192.168.1.217","TCP","1506","443  >  61321 [ACK] Seq=1 Ack=223 Win=525312 Len=1452 [TCP segment of a reassembled PDU]"
"820","192.654067","20.54.24.69","192.168.1.217","TLSv1.2","1033","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"821","192.654122","192.168.1.217","20.54.24.69","TCP","54","61321  >  443 [ACK] Seq=223 Ack=2432 Win=132352 Len=0"
"822","192.662536","192.168.1.217","20.54.24.69","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"823","192.716510","20.54.24.69","192.168.1.217","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"824","192.716692","20.54.24.69","192.168.1.217","TLSv1.2","123","Application Data"
"825","192.716725","192.168.1.217","20.54.24.69","TCP","54","61321  >  443 [ACK] Seq=381 Ack=2552 Win=132352 Len=0"
"826","192.719215","192.168.1.217","20.54.24.69","TLSv1.2","141","Application Data"
"827","192.719325","192.168.1.217","20.54.24.69","TLSv1.2","92","Application Data"
"828","192.719401","192.168.1.217","20.54.24.69","TLSv1.2","203","Application Data"
"829","192.719486","192.168.1.217","20.54.24.69","TLSv1.2","707","Application Data"
"830","192.772467","20.54.24.69","192.168.1.217","TCP","60","443  >  61321 [ACK] Seq=2552 Ack=506 Win=525056 Len=0"
"831","192.772684","20.54.24.69","192.168.1.217","TLSv1.2","92","Application Data"
"832","192.772929","20.54.24.69","192.168.1.217","TLSv1.2","96","Application Data"
"833","192.772954","192.168.1.217","20.54.24.69","TCP","54","61321  >  443 [ACK] Seq=1308 Ack=2632 Win=132096 Len=0"
"834","192.773844","20.54.24.69","192.168.1.217","TLSv1.2","523","Application Data"
"835","192.814187","192.168.1.217","20.54.24.69","TCP","54","61321  >  443 [ACK] Seq=1308 Ack=3101 Win=131584 Len=0"
"836","192.995804","192.168.1.117","192.168.1.255","UDP","309","54262  >  20002 Len=267"
"837","193.029678","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.184? Tell 192.168.1.1"
"838","193.030795","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.197? Tell 192.168.1.1"
"839","194.053681","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.183? Tell 192.168.1.1"
"840","194.054717","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.233? Tell 192.168.1.1"
"841","194.352841","192.168.1.217","224.0.0.252","IGMPv2","46","Membership Report group 224.0.0.252"
"842","195.206950","192.168.1.217","192.168.1.255","UDP","1462","889  >  889 Len=1420"
"843","195.361560","192.168.1.217","224.0.0.251","IGMPv2","46","Membership Report group 224.0.0.251"
"844","195.856451","fe80::2574:72d7:863d:3b1f","ff02::16","ICMPv6","110","Multicast Listener Report Message v2"
"845","197.432477","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.217? Tell 192.168.1.1"
"846","197.432490","TendaTec_c1:6e:59","Technico_1d:aa:fb","ARP","42","192.168.1.217 is at c8:3a:35:c1:6e:59"
"847","198.047186","192.168.1.233","192.168.1.255","UDP","77","52731  >  15600 Len=35"
"848","202.032231","192.168.1.117","192.168.1.255","UDP","309","60124  >  20002 Len=267"
"849","202.109415","192.168.1.217","20.54.36.229","TLSv1.2","97","Application Data"
"850","202.161695","20.54.36.229","192.168.1.217","TLSv1.2","228","Application Data"
"851","202.202712","192.168.1.217","20.54.36.229","TCP","54","61025  >  443 [ACK] Seq=216 Ack=871 Win=513 Len=0"
"852","202.450362","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.117? Tell 192.168.1.1"
"853","202.994793","XiaomiCo_55:a0:2c","Broadcast","ARP","42","ARP Announcement for 192.168.1.183"
"854","204.088979","192.168.1.233","192.168.1.255","UDP","77","45515  >  15600 Len=35"
"855","204.801612","192.168.1.217","8.8.4.4","TCP","55","[TCP Keep-Alive] 61307  >  443 [ACK] Seq=1 Ack=1 Win=509 Len=1"
"856","204.823231","8.8.4.4","192.168.1.217","TCP","66","[TCP Keep-Alive ACK] 443  >  61307 [ACK] Seq=1 Ack=2 Win=261 Len=0 SLE=1 SRE=2"
"857","206.042647","192.0.78.22","192.168.1.217","TLSv1.2","78","Application Data"
"858","206.043150","192.168.1.217","192.0.78.22","TLSv1.2","82","Application Data"
"859","206.067044","192.0.78.22","192.168.1.217","TCP","60","443  >  61079 [ACK] Seq=193 Ack=225 Win=65 Len=0"
"860","206.249284","192.0.78.22","192.168.1.217","TLSv1.2","78","Application Data"
"861","206.249687","192.168.1.217","192.0.78.22","TLSv1.2","82","Application Data"
"862","206.272099","192.0.78.22","192.168.1.217","TCP","60","443  >  61080 [ACK] Seq=193 Ack=225 Win=65 Len=0"
"863","206.469262","192.0.78.22","192.168.1.217","TLSv1.2","78","Application Data"
"864","206.469770","192.168.1.217","192.0.78.22","TLSv1.2","82","Application Data"
"865","206.494046","192.0.78.22","192.168.1.217","TCP","60","443  >  61082 [ACK] Seq=193 Ack=225 Win=65 Len=0"
"866","206.671251","192.0.78.22","192.168.1.217","TLSv1.2","78","Application Data"
"867","206.671534","192.168.1.217","192.0.78.22","TLSv1.2","82","Application Data"
"868","206.693615","192.0.78.22","192.168.1.217","TCP","60","443  >  61083 [ACK] Seq=193 Ack=225 Win=71 Len=0"
"869","207.853732","192.168.1.217","192.168.1.255","UDP","1462","889  >  889 Len=1420"
"870","210.028209","192.168.1.233","192.168.1.255","UDP","77","38919  >  15600 Len=35"
"871","211.069089","192.168.1.117","192.168.1.255","UDP","309","58874  >  20002 Len=267"
"872","211.243394","192.168.1.197","239.255.255.250","SSDP","447","NOTIFY * HTTP/1.1 "
"873","211.243507","192.168.1.197","239.255.255.250","SSDP","456","NOTIFY * HTTP/1.1 "
"874","211.243573","192.168.1.197","239.255.255.250","SSDP","503","NOTIFY * HTTP/1.1 "
"875","211.257502","192.168.1.197","239.255.255.250","SSDP","505","NOTIFY * HTTP/1.1 "
"876","211.300280","192.168.1.197","239.255.255.250","SSDP","447","NOTIFY * HTTP/1.1 "
"877","211.300480","192.168.1.197","239.255.255.250","SSDP","456","NOTIFY * HTTP/1.1 "
"878","211.300598","192.168.1.197","239.255.255.250","SSDP","503","NOTIFY * HTTP/1.1 "
"879","211.300702","192.168.1.197","239.255.255.250","SSDP","505","NOTIFY * HTTP/1.1 "
"880","211.359903","192.168.1.197","239.255.255.250","SSDP","447","NOTIFY * HTTP/1.1 "
"881","211.360131","192.168.1.197","239.255.255.250","SSDP","456","NOTIFY * HTTP/1.1 "
"882","211.376250","192.168.1.197","239.255.255.250","SSDP","503","NOTIFY * HTTP/1.1 "
"883","211.376388","192.168.1.197","239.255.255.250","SSDP","505","NOTIFY * HTTP/1.1 "
"884","211.427481","192.168.1.197","239.255.255.250","SSDP","447","NOTIFY * HTTP/1.1 "
"885","211.427559","192.168.1.197","239.255.255.250","SSDP","456","NOTIFY * HTTP/1.1 "
"886","211.427598","192.168.1.197","239.255.255.250","SSDP","503","NOTIFY * HTTP/1.1 "
"887","211.427713","192.168.1.197","239.255.255.250","SSDP","505","NOTIFY * HTTP/1.1 "
"888","211.455151","192.168.1.197","239.255.255.250","SSDP","447","NOTIFY * HTTP/1.1 "
"889","211.455301","192.168.1.197","239.255.255.250","SSDP","456","NOTIFY * HTTP/1.1 "
"890","211.455384","192.168.1.197","239.255.255.250","SSDP","503","NOTIFY * HTTP/1.1 "
"891","211.455458","192.168.1.197","239.255.255.250","SSDP","505","NOTIFY * HTTP/1.1 "
"892","211.976493","192.168.1.217","144.76.59.84","UDP","42","50494  >  36653 Len=0"
"893","211.988025","172.17.51.140","192.168.1.217","ICMP","70","Time-to-live exceeded (Time to live exceeded in transit)"
"894","214.344073","192.168.1.217","8.8.4.4","TCP","55","[TCP Keep-Alive] 61305  >  443 [ACK] Seq=1 Ack=1 Win=510 Len=1"
"895","214.359657","192.168.1.217","8.8.4.4","TCP","55","[TCP Keep-Alive] 61306  >  443 [ACK] Seq=1 Ack=1 Win=510 Len=1"
"896","214.369147","8.8.4.4","192.168.1.217","TCP","66","[TCP Keep-Alive ACK] 443  >  61305 [ACK] Seq=1 Ack=2 Win=269 Len=0 SLE=1 SRE=2"
"897","214.381052","8.8.4.4","192.168.1.217","TCP","66","[TCP Keep-Alive ACK] 443  >  61306 [ACK] Seq=1 Ack=2 Win=269 Len=0 SLE=1 SRE=2"
"898","214.814258","192.168.1.217","8.8.4.4","QUIC","252","Protected Payload (KP0), DCID=9db418aee8b4b5da"
"899","214.836064","8.8.4.4","192.168.1.217","QUIC","69","Protected Payload (KP0)"
"900","214.841581","8.8.4.4","192.168.1.217","QUIC","67","Protected Payload (KP0)"
"901","214.841985","192.168.1.217","8.8.4.4","QUIC","75","Protected Payload (KP0), DCID=9db418aee8b4b5da"
"902","214.846304","8.8.4.4","192.168.1.217","QUIC","621","Protected Payload (KP0)"
"903","214.846840","192.168.1.217","8.8.4.4","QUIC","78","Protected Payload (KP0), DCID=9db418aee8b4b5da"
"904","214.847831","192.168.1.217","192.0.78.13","TCP","66","61322  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"905","214.871977","192.0.78.13","192.168.1.217","TCP","66","443  >  61322 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1452 SACK_PERM WS=512"
"906","214.872101","192.168.1.217","192.0.78.13","TCP","54","61322  >  443 [ACK] Seq=1 Ack=1 Win=132096 Len=0"
"907","214.872805","192.168.1.217","192.0.78.13","TLSv1.3","672","Client Hello"
"908","214.892573","192.0.78.13","192.168.1.217","TCP","60","443  >  61322 [ACK] Seq=1 Ack=619 Win=30720 Len=0"
"909","214.893045","192.0.78.13","192.168.1.217","TLSv1.3","292","Server Hello, Change Cipher Spec, Application Data, Application Data"
"910","214.893196","8.8.4.4","192.168.1.217","QUIC","67","Protected Payload (KP0)"
"911","214.893860","192.168.1.217","192.0.78.13","TLSv1.3","118","Change Cipher Spec, Application Data"
"912","214.894349","192.168.1.217","192.0.78.13","TLSv1.3","152","Application Data"
"913","214.895012","192.168.1.217","192.0.78.13","TCP","1506","61322  >  443 [ACK] Seq=781 Ack=239 Win=131840 Len=1452 [TCP segment of a reassembled PDU]"
"914","214.895012","192.168.1.217","192.0.78.13","TLSv1.3","1396","Application Data"
"915","214.895145","192.168.1.217","192.0.78.13","TLSv1.3","274","Application Data"
"916","214.913429","192.0.78.13","192.168.1.217","TLSv1.3","341","Application Data"
"917","214.913536","192.0.78.13","192.168.1.217","TLSv1.3","116","Application Data"
"918","214.913553","192.168.1.217","192.0.78.13","TCP","54","61322  >  443 [ACK] Seq=3795 Ack=588 Win=131328 Len=0"
"919","214.913760","192.168.1.217","192.0.78.13","TLSv1.3","85","Application Data"
"920","214.913837","192.0.78.13","192.168.1.217","TLSv1.3","85","Application Data"
"921","214.914705","192.0.78.13","192.168.1.217","TCP","60","443  >  61322 [ACK] Seq=619 Ack=3575 Win=36352 Len=0"
"922","214.935171","192.0.78.13","192.168.1.217","TCP","60","443  >  61322 [ACK] Seq=619 Ack=3826 Win=39424 Len=0"
"923","214.964194","192.168.1.217","192.0.78.13","TCP","54","61322  >  443 [ACK] Seq=3826 Ack=619 Win=131328 Len=0"
"924","215.443655","192.0.78.13","192.168.1.217","TLSv1.3","946","Application Data"
"925","215.490445","192.168.1.217","192.0.78.13","TCP","54","61322  >  443 [ACK] Seq=3826 Ack=1511 Win=132096 Len=0"
"926","216.070060","192.168.1.233","192.168.1.255","UDP","77","53067  >  15600 Len=35"
"927","219.654063","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.119? Tell 192.168.1.1"
"928","219.692852","8.8.4.4","192.168.1.217","TLSv1.2","127","Application Data"
"929","219.737352","192.168.1.217","8.8.4.4","TCP","54","61307  >  443 [ACK] Seq=2 Ack=74 Win=509 Len=0"
"930","220.108740","192.168.1.117","192.168.1.255","UDP","309","50237  >  20002 Len=267"
"931","220.655130","192.168.1.217","192.168.1.255","UDP","1462","889  >  889 Len=1420"
"932","222.111907","192.168.1.233","192.168.1.255","UDP","77","35921  >  15600 Len=35"
"933","224.468217","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.184? Tell 192.168.1.1"
"934","224.471598","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.197? Tell 192.168.1.1"
"935","224.693340","8.8.4.4","192.168.1.217","TLSv1.2","110","Application Data"
"936","224.693514","8.8.4.4","192.168.1.217","TCP","60","443  >  61307 [FIN, ACK] Seq=130 Ack=2 Win=261 Len=0"
"937","224.693550","192.168.1.217","8.8.4.4","TCP","54","61307  >  443 [ACK] Seq=2 Ack=131 Win=509 Len=0"
"938","225.490949","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.183? Tell 192.168.1.1"
"939","225.492047","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.233? Tell 192.168.1.1"
"940","228.051148","192.168.1.233","192.168.1.255","UDP","77","37510  >  15600 Len=35"
"941","228.850707","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.217? Tell 192.168.1.1"
"942","228.850740","TendaTec_c1:6e:59","Technico_1d:aa:fb","ARP","42","192.168.1.217 is at c8:3a:35:c1:6e:59"
"943","229.144289","192.168.1.117","192.168.1.255","UDP","309","38682  >  20002 Len=267"
"944","229.200536","8.8.4.4","192.168.1.217","TLSv1.2","127","Application Data"
"945","229.201137","192.168.1.217","8.8.4.4","TCP","54","61306  >  443 [FIN, ACK] Seq=2 Ack=74 Win=510 Len=0"
"946","229.205168","8.8.4.4","192.168.1.217","TLSv1.2","127","Application Data"
"947","229.205507","192.168.1.217","8.8.4.4","TCP","54","61305  >  443 [FIN, ACK] Seq=2 Ack=74 Win=510 Len=0"
"948","229.223083","8.8.4.4","192.168.1.217","TCP","60","443  >  61306 [FIN, ACK] Seq=74 Ack=3 Win=269 Len=0"
"949","229.223105","192.168.1.217","8.8.4.4","TCP","54","61306  >  443 [ACK] Seq=3 Ack=75 Win=510 Len=0"
"950","229.227914","8.8.4.4","192.168.1.217","TCP","60","443  >  61305 [FIN, ACK] Seq=74 Ack=3 Win=269 Len=0"
"951","229.227927","192.168.1.217","8.8.4.4","TCP","54","61305  >  443 [ACK] Seq=3 Ack=75 Win=510 Len=0"
"952","231.000394","192.168.1.217","13.89.179.10","TLSv1.2","254","Application Data"
"953","231.141176","13.89.179.10","192.168.1.217","TLSv1.2","108","Application Data"
"954","231.141726","192.168.1.217","13.89.179.10","TCP","1494","61320  >  443 [ACK] Seq=4163 Ack=5080 Win=131840 Len=1440 [TCP segment of a reassembled PDU]"
"955","231.141726","192.168.1.217","13.89.179.10","TCP","1494","61320  >  443 [ACK] Seq=5603 Ack=5080 Win=131840 Len=1440 [TCP segment of a reassembled PDU]"
"956","231.141726","192.168.1.217","13.89.179.10","TLSv1.2","1213","Application Data"
"957","231.284578","13.89.179.10","192.168.1.217","TCP","60","443  >  61320 [ACK] Seq=5080 Ack=7043 Win=525568 Len=0"
"958","231.326959","13.89.179.10","192.168.1.217","TCP","56","443  >  61320 [ACK] Seq=5080 Ack=8202 Win=524288 Len=0"
"959","231.609590","13.89.179.10","192.168.1.217","TLSv1.2","473","Application Data"
"960","231.660610","192.168.1.217","13.89.179.10","TCP","54","61320  >  443 [ACK] Seq=8202 Ack=5499 Win=131328 Len=0"
"961","233.042511","192.0.78.22","192.168.1.217","TLSv1.2","78","Application Data"
"962","233.043045","192.168.1.217","192.0.78.22","TLSv1.2","82","Application Data"
"963","233.067802","192.0.78.22","192.168.1.217","TCP","60","443  >  61079 [ACK] Seq=217 Ack=253 Win=65 Len=0"
"964","233.250966","192.0.78.22","192.168.1.217","TLSv1.2","78","Application Data"
"965","233.251432","192.168.1.217","192.0.78.22","TLSv1.2","82","Application Data"
"966","233.276632","192.0.78.22","192.168.1.217","TCP","60","443  >  61080 [ACK] Seq=217 Ack=253 Win=65 Len=0"
"967","233.451825","192.168.1.217","192.168.1.255","UDP","1462","889  >  889 Len=1420"
"968","233.470001","192.0.78.22","192.168.1.217","TLSv1.2","78","Application Data"
"969","233.470548","192.168.1.217","192.0.78.22","TLSv1.2","82","Application Data"
"970","233.509219","192.0.78.22","192.168.1.217","TCP","60","443  >  61082 [ACK] Seq=217 Ack=253 Win=65 Len=0"
"971","233.671258","192.0.78.22","192.168.1.217","TLSv1.2","78","Application Data"
"972","233.671602","192.168.1.217","192.0.78.22","TLSv1.2","82","Application Data"
"973","233.694382","192.0.78.22","192.168.1.217","TCP","60","443  >  61083 [ACK] Seq=217 Ack=253 Win=71 Len=0"
"974","233.888037","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.117? Tell 192.168.1.1"
"975","234.094532","192.168.1.233","192.168.1.255","UDP","77","36170  >  15600 Len=35"
"976","237.482762","192.168.1.197","239.255.255.250","SSDP","447","NOTIFY * HTTP/1.1 "
"977","237.482989","192.168.1.197","239.255.255.250","SSDP","456","NOTIFY * HTTP/1.1 "
"978","237.483104","192.168.1.197","239.255.255.250","SSDP","503","NOTIFY * HTTP/1.1 "
"979","237.483205","192.168.1.197","239.255.255.250","SSDP","505","NOTIFY * HTTP/1.1 "
"980","237.510857","192.168.1.197","239.255.255.250","SSDP","447","NOTIFY * HTTP/1.1 "
"981","237.511052","192.168.1.197","239.255.255.250","SSDP","456","NOTIFY * HTTP/1.1 "
"982","237.511170","192.168.1.197","239.255.255.250","SSDP","503","NOTIFY * HTTP/1.1 "
"983","237.511270","192.168.1.197","239.255.255.250","SSDP","505","NOTIFY * HTTP/1.1 "
"984","237.566251","192.168.1.197","239.255.255.250","SSDP","447","NOTIFY * HTTP/1.1 "
"985","237.566670","192.168.1.197","239.255.255.250","SSDP","456","NOTIFY * HTTP/1.1 "
"986","237.566861","192.168.1.197","239.255.255.250","SSDP","503","NOTIFY * HTTP/1.1 "
"987","237.566976","192.168.1.197","239.255.255.250","SSDP","505","NOTIFY * HTTP/1.1 "
"988","237.605776","192.168.1.197","239.255.255.250","SSDP","447","NOTIFY * HTTP/1.1 "
"989","237.605967","192.168.1.197","239.255.255.250","SSDP","456","NOTIFY * HTTP/1.1 "
"990","237.621968","192.168.1.197","239.255.255.250","SSDP","503","NOTIFY * HTTP/1.1 "
"991","237.622159","192.168.1.197","239.255.255.250","SSDP","505","NOTIFY * HTTP/1.1 "
"992","237.676359","192.168.1.197","239.255.255.250","SSDP","447","NOTIFY * HTTP/1.1 "
"993","237.676587","192.168.1.197","239.255.255.250","SSDP","456","NOTIFY * HTTP/1.1 "
"994","237.676708","192.168.1.197","239.255.255.250","SSDP","503","NOTIFY * HTTP/1.1 "
"995","237.676815","192.168.1.197","239.255.255.250","SSDP","505","NOTIFY * HTTP/1.1 "
"996","238.180870","192.168.1.117","192.168.1.255","UDP","309","37528  >  20002 Len=267"
"997","240.032412","192.168.1.233","192.168.1.255","UDP","77","43344  >  15600 Len=35"
"998","246.074388","192.168.1.233","192.168.1.255","UDP","77","44595  >  15600 Len=35"
"999","246.244456","192.168.1.217","192.168.1.255","UDP","1462","889  >  889 Len=1420"
"1000","247.118978","192.168.1.217","20.54.36.229","TLSv1.2","97","Application Data"
"1001","247.171501","20.54.36.229","192.168.1.217","TLSv1.2","228","Application Data"
"1002","247.213211","192.168.1.217","20.54.36.229","TCP","54","61025  >  443 [ACK] Seq=259 Ack=1045 Win=512 Len=0"
"1003","247.216799","192.168.1.117","192.168.1.255","UDP","309","37260  >  20002 Len=267"
"1004","251.091560","Technico_1d:aa:fb","Broadcast","ARP","60","Who has 192.168.1.119? Tell 192.168.1.1"
"1005","251.719282","192.168.1.217","152.199.19.161","TCP","66","61323  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1006","251.769381","152.199.19.161","192.168.1.217","TCP","66","443  >  61323 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1452 SACK_PERM WS=512"
"1007","251.769528","192.168.1.217","152.199.19.161","TCP","54","61323  >  443 [ACK] Seq=1 Ack=1 Win=132096 Len=0"
"1008","251.770517","192.168.1.217","152.199.19.161","TLSv1.2","398","Client Hello"
"1009","251.821628","152.199.19.161","192.168.1.217","TCP","60","443  >  61323 [ACK] Seq=1 Ack=345 Win=67072 Len=0"
